Record ID Number, ,NID ID,Primary Owner Type,Primary Purpose,latitude,longitude,City,County,Tract_Code,Tracts,Disadvantaged,State,Zip_Code,Congressional District,NID Height (Ft),NID Height Category,Year Completed,Year Completed Category,NID Storage (Acre-Ft),Normal Storage (Acre-Ft),Data Last Updated,Last Inspection Date,Inspection Frequency_Years,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,Tract_Code,Block_Code,,Total_Population_Tract,White_Alone_Tract,White_Alone_Tract_Pct,Black_Alone_Tract,Black_Alone_Tract_Pct,Total_Population_Block,White_Alone_Block,White_Alone_Block_Pct,Black_Alone_Block,Black_Alone_Block_PCT
1928,John Wilson Dam,SC02841,Private,Recreation,34.2045,-81.7414,Silverstreet,Newberry,950700,950700Newberry,TRUE,South Carolina,29145,"South Carolina, Congressional District 03",26,25-50 feet,,Undetermined,120,64,9/15/2023,12/15/2017,5,Low,Fair,12/15/2017,Not Required,950700,3054,,3893,2403,61.73%,1180,30.31%,18,10,55.56%,1,5.56%
1929,Kneeces Millpond Dam,SC01307,Private,"Fire Protection, Stock, Or Small Fish Pond",33.8177,-81.5213,Batesburg,Aiken,020100,020100Aiken,FALSE,South Carolina,29006,"South Carolina, Congressional District 02",15,Less than 25 feet,1937,1930-1939,144,66,9/11/2024,10/24/2023,3,Significant,Fair,10/24/2023,Yes,20100,3041,,4877,3203,65.68%,1012,20.75%,19,18,94.74%,0,0.00%
1930,Camp Gravatt Pond Dam,SC01304,Private,Recreation,33.7389,-81.5886,Aiken,Aiken,020100,020100Aiken,FALSE,South Carolina,29805,"South Carolina, Congressional District 02",23,Less than 25 feet,1960,1960-1969,120,94,9/15/2023,8/10/2017,5,Low,Poor,8/10/2017,Not Required,20100,5010,,4877,3203,65.68%,1012,20.75%,24,23,95.83%,1,4.17%
1931,Berry Pond Dam,SC01922,Private,Recreation,33.7042,-80.2847,Manning,Clarendon,960500,960500Clarendon,TRUE,South Carolina,29102,"South Carolina, Congressional District 06",12,Less than 25 feet,1955,1950-1959,96,56,9/15/2023,11/1/2017,5,Low,Poor,11/1/2017,Not Required,960500,2011,,4553,1097,24.09%,3174,69.71%,116,22,18.97%,70,60.34%
1932,Mount Vintage Hounds Lake,SC02743,Private,Recreation,33.6655,-81.9727,North Augusta,Edgefield,970501,970501Edgefield,FALSE,South Carolina,29860,"South Carolina, Congressional District 03",27,25-50 feet,1997,1990-1999,90,60,9/11/2024,7/1/2024,2,High,Fair,7/1/2024,Yes,970501,1011,,4711,3046,64.66%,1255,26.64%,187,176,94.12%,9,4.81%
1933,Jon Prince Dam,SC02734,Private,Fish and Wildlife Pond,33.797,-81.8729,Johnston,Edgefield,970203,970203Edgefield,,South Carolina,29832,"South Carolina, Congressional District 03",17,Less than 25 feet,1996,1990-1999,89,45.1,9/15/2023,7/25/2017,5,Low,Poor,7/25/2017,Not Required,970203,2007,,2328,1391,59.75%,829,35.61%,28,24,85.71%,3,10.71%
1934,Oakman Lake Dam,SC01322,Private,Flood Risk Reduction,33.4818,-81.7245,Aiken,Aiken,021205,021205Aiken,,South Carolina,29803,"South Carolina, Congressional District 02",39,25-50 feet,1928,1920-1929,720,250,9/11/2024,3/20/2024,2,High,Fair,3/20/2024,Yes,21205,3020,,6839,5830,85.25%,425,6.21%,421,402,95.49%,13,3.09%
1935,Ea Fogles Pond Dam,SC02128,Private,Recreation,33.4499,-80.987,Orangeburg,Orangeburg,011600,011600Orangeburg,TRUE,South Carolina,29115,"South Carolina, Congressional District 02",24,Less than 25 feet,1950,1950-1959,94,69,9/15/2023,4/19/2023,2,High,Poor,4/19/2023,No,11600,4021,,6060,2771,45.73%,2733,45.10%,31,13,41.94%,9,29.03%
1936,Timmons Pond Dam,SC01728,Private,Recreation,35.0226,-82.5309,Marietta,Greenville,004101,004101Greenville,TRUE,South Carolina,29661,"South Carolina, Congressional District 04",25,25-50 feet,1958,1950-1959,74,55,9/15/2023,5/4/2017,5,Low,Poor,5/4/2017,Not Required,4101,1034,,3867,3310,85.60%,142,3.67%,0,0,0.00%,0,0.00%
1937,Daniel Reel Dam,SC02643,Private,Other,33.7719,-81.9955,Edgefield,Edgefield,970204,970204Edgefield,,South Carolina,29824,"South Carolina, Congressional District 03",26,25-50 feet,1992,1990-1999,92.5,53.3,9/15/2023,8/2/2017,5,Low,Poor,8/2/2017,Not Required,970204,1016,,4072,1730,42.49%,2165,53.17%,28,12,42.86%,15,53.57%
1938,Broadmouth Creek WCD Dam-Phillips 8,SC00550,Private,Flood Risk Reduction,34.5405,-82.4609,Belton,Anderson,011402,011402Anderson,TRUE,South Carolina,29627,"South Carolina, Congressional District 03",32,25-50 feet,1965,1960-1969,432,32,9/11/2024,2/7/2024,2,High,Fair,2/7/2024,Yes,11402,1007,,3364,2489,73.99%,661,19.65%,21,18,85.71%,0,0.00%
1939,Camp Coker Pond Dam,SC00030,Private,Recreation,34.5463,-79.8964,Society Hill,Chesterfield,950601,950601Chesterfield,,South Carolina,29593,"South Carolina, Congressional District 07",11,Less than 25 feet,1938,1930-1939,207,95,9/11/2024,7/19/2024,3,Significant,Fair,7/19/2024,Yes,950601,2025,,1940,972,50.10%,835,43.04%,32,27,84.38%,5,15.63%
1940,City of Clinton Dam,SC00256,Local Government,Recreation,34.5492,-81.9173,Laurens,Laurens,920501,920501Laurens,FALSE,South Carolina,29360,"South Carolina, Congressional District 03",23,Less than 25 feet,1955,1950-1959,281,167,9/15/2023,9/27/2017,5,Low,Poor,9/27/2017,Not Required,920501,1067,,1799,1318,73.26%,349,19.40%,12,11,91.67%,1,8.33%
1941,Crystal Lake Dam,SC00149,Private,Recreation,33.9288,-81.2202,Lexington,Lexington,021051,021051Lexington,,South Carolina,29073,"South Carolina, Congressional District 02",25,25-50 feet,1900,1900-1909,342,228,9/11/2024,11/15/2023,3,Significant,Fair,11/15/2023,Yes,21051,1021,,2428,1785,73.52%,349,14.37%,0,0,0.00%,0,0.00%
1942,Mccalls Millpond Dam,SC00652,Private,Other,34.6066,-79.7287,Bennettsville,Marlboro,960202,960202Marlboro,,South Carolina,29512,"South Carolina, Congressional District 07",15,Less than 25 feet,1800,Before 1900,300,150,9/15/2023,11/7/2017,5,Low,Poor,11/7/2017,Not Required,960202,1018,,1944,684,35.19%,1105,56.84%,8,7,87.50%,1,12.50%
1943,Bethea Pond Dam 1,SC00134,Private,Recreation,34.6971,-80.716,Lancaster,Lancaster,011001,011001Lancaster,TRUE,South Carolina,29720,"South Carolina, Congressional District 05",19,Less than 25 feet,1953,1950-1959,100,80,9/15/2023,10/26/2017,5,Low,Poor,10/26/2017,Not Required,11001,3007,,5557,4060,73.06%,1111,19.99%,283,236,83.39%,41,14.49%
1944,Crout Pond Dam,SC00188,Private,Recreation,33.9362,-81.3525,Gilbert,Lexington,021306,021306Lexington,FALSE,South Carolina,29054,"South Carolina, Congressional District 02",15,Less than 25 feet,1938,1930-1939,160,137,4/30/2021,5/5/2016,5,Low,Unsatisfactory,5/5/2016,Yes,21306,1042,,3997,3313,82.89%,164,4.10%,16,13,81.25%,0,0.00%
1945,Mcnairs Millpond Dam,SC00643,Private,Other,34.6961,-79.587,McColl,Marlboro,960400,960400Marlboro,TRUE,South Carolina,29570,"South Carolina, Congressional District 07",17,Less than 25 feet,1875,Before 1900,670,258,9/15/2023,9/29/2021,3,Significant,Unsatisfactory,9/29/2021,No,960400,1028,,4393,2238,50.94%,1226,27.91%,0,0,0.00%,0,0.00%
1946,Todd F Williams Dam,SC00446,Private,Recreation,33.4389,-81.1322,Norway,Orangeburg,011802,011802Orangeburg,,South Carolina,29113,"South Carolina, Congressional District 02",20,Less than 25 feet,1958,1950-1959,124,51,9/15/2023,7/17/2017,5,Low,Poor,7/17/2017,Not Required,11802,1078,,1131,454,40.14%,636,56.23%,49,2,4.08%,47,95.92%
1947,Mountain Lake Dam,SC00515,Private,Recreation,34.8458,-83.1176,Mountain Rest,Oconee,030100,030100Oconee,TRUE,South Carolina,29664,"South Carolina, Congressional District 03",38,25-50 feet,1958,1950-1959,960,840,9/10/2024,4/27/2022,2,High,Fair,4/27/2022,Yes,30100,1042,,4164,3916,94.04%,18,0.43%,80,79,98.75%,0,0.00%
1948,Langley Pond Dam,SC00287,Local Government,Recreation,33.5207,-81.8451,Warrenville,Aiken,021101,021101Aiken,,South Carolina,29851,"South Carolina, Congressional District 02",33,25-50 feet,1920,1920-1929,1800,1600,9/11/2024,1/17/2024,2,High,Fair,1/17/2024,Yes,21101,2018,,2609,1938,74.28%,397,15.22%,0,0,0.00%,0,0.00%
1949,Mountain Laurel Lake Lower Dam,SCD5066,,,34.99184391,-81.03228326,Rock Hill,York,060913,060913York,,South Carolina,29732,"South Carolina, Congressional District 05",24,Less than 25 feet,,Undetermined,27,,9/11/2024,,,High,,,No,60913,4006,,7169,4390,61.24%,1740,24.27%,433,388,89.61%,1,0.23%
1950,Congaree Construction Upper Dam,SC00082,Private,Recreation,33.96,-80.7954,Hopkins,Richland,011902,011902Richland,FALSE,South Carolina,29061,"South Carolina, Congressional District 06",43,25-50 feet,1966,1960-1969,368,276,9/11/2024,2/1/2024,2,High,Fair,2/1/2024,Yes,11902,1012,,4829,2292,47.46%,2016,41.75%,16,4,25.00%,12,75.00%
1951,Smiths Pond Dam,SC00077,Private,Recreation,34.1938,-81.0093,Blythewood,Richland,010106,010106Richland,,South Carolina,29016,"South Carolina, Congressional District 02",27,25-50 feet,1967,1960-1969,102,85,9/15/2023,4/5/2017,5,Low,Fair,4/5/2017,Not Required,10106,2066,,5267,2569,48.78%,2120,40.25%,66,19,28.79%,46,69.70%
1952,Gibson's Pond Dam,SC00169,Local Government,Recreation,33.9694,-81.2434,Lexington,Lexington,021029,021029Lexington,FALSE,South Carolina,29072,"South Carolina, Congressional District 02",6,Less than 25 feet,1900,1900-1909,240,128,9/11/2024,5/25/2023,2,High,Satisfactory,5/25/2023,Yes,21029,1027,,2995,1996,66.64%,697,23.27%,13,11,84.62%,0,0.00%
1953,Jordan Pond Dam,SC00622,Private,Recreation,34.423,-79.9951,Hartsville,Darlington,010200,010200Darlington,TRUE,South Carolina,29550,"South Carolina, Congressional District 07",19,Less than 25 feet,1956,1950-1959,88,45,9/15/2023,11/9/2020,5,Low,Poor,11/9/2020,Yes,10200,4006,,5294,4433,83.74%,548,10.35%,7,4,57.14%,0,0.00%
1954,Tylers Pond Dam,SC00299,Private,Recreation,33.5526,-81.4092,Springfield,Aiken,021800,021800Aiken,,South Carolina,29146,"South Carolina, Congressional District 02",12,Less than 25 feet,1940,1940-1949,170,103,9/15/2023,8/15/2017,5,Low,Poor,8/15/2017,Not Required,21800,3014,,2433,1434,58.94%,850,34.94%,33,21,63.64%,7,21.21%
1955,Sturm Dam,SC00332,Private,Recreation,33.5071,-81.7704,Aiken,Aiken,021201,021201Aiken,FALSE,South Carolina,29803,"South Carolina, Congressional District 02",16,Less than 25 feet,1972,1970-1979,62,32,9/15/2023,8/30/2023,2,High,Poor,8/30/2023,No,21201,1025,,6002,4735,78.89%,749,12.48%,25,19,76.00%,0,0.00%
1956,Palles Pond Dam,SC00236,Private,Recreation,34.0974,-79.6026,Florence,Florence,001700,001700Florence,TRUE,South Carolina,29505,"South Carolina, Congressional District 07",14,Less than 25 feet,1950,1950-1959,250,70.3,9/15/2023,,5,Low,,,Not Required,1700,1050,,2460,1448,58.86%,904,36.75%,18,4,22.22%,14,77.78%
1957,Lake Oakdale Dam,SC00234,Private,Recreation,34.1715,-79.8742,Florence,Florence,000102,000102Florence,FALSE,South Carolina,29501,"South Carolina, Congressional District 07",14,Less than 25 feet,1955,1950-1959,560,320,9/11/2024,1/29/2024,3,Significant,Fair,1/29/2024,Yes,102,3021,,6020,4333,71.98%,1041,17.29%,0,0,0.00%,0,0.00%
1958,Cedar Lake Dam,SC00321,Private,Recreation,33.5515,-81.5385,Aiken,Aiken,021901,021901Aiken,,South Carolina,29801,"South Carolina, Congressional District 02",19,Less than 25 feet,1960,1960-1969,98,70,9/15/2023,8/17/2017,5,Low,Poor,8/17/2017,Not Required,21901,1008,,2852,1962,68.79%,348,12.20%,66,54,81.82%,4,6.06%
1959,William Lindenmyth Dam,SC00320,Private,Recreation,33.6278,-81.7738,Aiken,Aiken,020304,020304Aiken,,South Carolina,29801,"South Carolina, Congressional District 02",31,25-50 feet,1968,1960-1969,71,36,9/15/2023,8/13/2017,5,Low,Poor,8/13/2017,Not Required,20304,1003,,4757,2727,57.33%,1512,31.78%,133,112,84.21%,20,15.04%
1960,Brushy Creek WCD Dam-Gantt 17,SC00544,Private,Flood Risk Reduction,34.7674,-82.5376,Easley,Anderson,010107,010107Anderson,,South Carolina,29642,"South Carolina, Congressional District 03",7,Less than 25 feet,1964,1960-1969,353,58,9/11/2024,2/15/2024,2,High,Fair,2/15/2024,No,10107,1002,,4092,3515,85.90%,232,5.67%,21,12,57.14%,4,19.05%
1961,Forest Lake Dam,SCD5060,Private,Recreation,34.2133,-82.1934,Greenwood,Greenwood,970303,970303Greenwood,,South Carolina,29649,"South Carolina, Congressional District 03",17,Less than 25 feet,,Undetermined,93,72,9/11/2024,1/24/2023,2,High,Fair,1/24/2023,Yes,970303,1019,,3043,1821,59.84%,892,29.31%,125,86,68.80%,28,22.40%
1962,Snipe Bog Pond Dam,SC01559,Private,Recreation,32.6369,-80.6776,Yemassee,Beaufort,000100,000100Beaufort,TRUE,South Carolina,29945,"South Carolina, Congressional District 01",8,Less than 25 feet,,Undetermined,310,60,9/15/2023,11/30/2017,5,Low,Poor,11/30/2017,Not Required,100,2064,,3982,1302,32.70%,2450,61.53%,0,0,0.00%,0,0.00%
1963,Woodhaven Subdivision Dam 1,SC02415,Private,Recreation,33.6402,-82.1487,Clarks Hill,McCormick,920300,920300McCormick,TRUE,South Carolina,29821,"South Carolina, Congressional District 03",29,25-50 feet,,Undetermined,35,18.4,9/10/2024,10/12/2017,5,Low,Fair,10/12/2017,Not Required,920300,2115,,2017,1228,60.88%,681,33.76%,55,46,83.64%,7,12.73%
1964,Palmetto Bluff Plantation Dam 2,SC01563,Private,Recreation,32.216,-80.9215,Bluffton,Beaufort,002102,002102Beaufort,FALSE,South Carolina,29910,"South Carolina, Congressional District 01",14,Less than 25 feet,,Undetermined,100,48,9/10/2024,11/15/2017,5,Low,Poor,11/15/2017,Not Required,2102,1041,,5966,4555,76.35%,375,6.29%,8,6,75.00%,0,0.00%
1965,Edna Ward Pond Dam,SC01914,Private,Recreation,33.714,-80.2694,Manning,Clarendon,960500,960500Clarendon,TRUE,South Carolina,29102,"South Carolina, Congressional District 06",10,Less than 25 feet,1955,1950-1959,57,30,9/15/2023,7/18/2023,2,High,Fair,7/18/2023,Yes,960500,1009,,4553,1097,24.09%,3174,69.71%,128,43,33.59%,74,57.81%
1966,Pricketts Pond Dam,SC02115,Private,Recreation,33.5461,-80.7418,Cameron,Orangeburg,010803,010803Orangeburg,,South Carolina,29030,"South Carolina, Congressional District 06",15,Less than 25 feet,1959,1950-1959,70,56,9/15/2023,1/11/2023,2,High,Fair,1/11/2023,Yes,10803,1034,,1941,515,26.53%,1363,70.22%,25,7,28.00%,18,72.00%
1967,JL Wannamaker Dam 1,SC01587,Private,Recreation,33.7038,-80.789,Saint Matthews,Calhoun,950202,950202Calhoun,,South Carolina,29135,"South Carolina, Congressional District 06",26,25-50 feet,1930,1930-1939,54,34,9/10/2024,3/14/2017,5,Low,Poor,3/14/2017,Not Required,950202,2001,,3741,1512,40.42%,1992,53.25%,141,73,51.77%,64,45.39%
1968,Jocassee Ridge Reflections Dam,SC02835,Private,Fish and Wildlife Pond,34.9234,-82.9629,Salem,Oconee,030201,030201Oconee,,South Carolina,29676,"South Carolina, Congressional District 03",41,25-50 feet,,Undetermined,121,56,9/11/2024,10/10/2023,2,High,Fair,10/10/2023,Yes,30201,1063,,2500,2332,93.28%,9,0.36%,11,11,100.00%,0,0.00%
1969,Stonebrook Farm Subdivision Lake Dam,SC01791,Private,Flood Risk Reduction,34.836,-82.2382,Greenville,Greenville,002813,002813Greenville,FALSE,South Carolina,29615,"South Carolina, Congressional District 04",26,25-50 feet,1939,1930-1939,150,119,9/10/2024,5/16/2023,2,High,Fair,5/16/2023,Yes,2813,1003,,4529,3738,82.53%,143,3.16%,945,869,91.96%,21,2.22%
1970,Graves Ski Pond Dam,SC02504,Private,Recreation,34.2217,-80.5477,Camden,Kershaw,970800,970800Kershaw,TRUE,South Carolina,29020,"South Carolina, Congressional District 05",14,Less than 25 feet,1990,1990-1999,234,80,9/11/2024,7/19/2023,3,Significant,Fair,7/19/2023,Yes,970800,3058,,6303,3251,51.58%,2541,40.31%,4,0,0.00%,3,75.00%
1971,Jackson-Mill Creek WCD Dam 8,SC02587,Private,Flood Risk Reduction,34.3901,-81.1435,Winnsboro,Fairfield,960200,960200Fairfield,TRUE,South Carolina,29180,"South Carolina, Congressional District 05",32,25-50 feet,1980,1980-1989,3800,850,9/10/2024,4/26/2017,5,Low,Fair,4/26/2017,Not Required,960200,3034,,3506,1708,48.72%,1643,46.86%,0,0,0.00%,0,0.00%
1972,Thomas Pond Dam,SC01859,Private,Irrigation,34.6023,-79.9098,Cheraw,Chesterfield,950601,950601Chesterfield,,South Carolina,29520,"South Carolina, Congressional District 07",11,Less than 25 feet,1967,1960-1969,99,51,9/15/2023,10/25/2017,5,Low,Poor,10/25/2017,Not Required,950601,2006,,1940,972,50.10%,835,43.04%,44,33,75.00%,11,25.00%
1973,Delta Pond Dam,SC02090,Local Government,Other,34.7126,-79.8615,Wallace,Marlboro,960100,960100Marlboro,TRUE,South Carolina,29596,"South Carolina, Congressional District 07",8,Less than 25 feet,1975,1970-1979,110,53,9/15/2023,,5,Low,,,Not Required,960100,1057,,3263,1807,55.38%,1153,35.34%,0,0,0.00%,0,0.00%
1974,Mcinnis Pond Dam,SC02087,Private,Recreation,34.5958,-79.5571,Clio,Marlboro,960500,960500Marlboro,TRUE,South Carolina,29525,"South Carolina, Congressional District 07",12,Less than 25 feet,1950,1950-1959,63,33,9/15/2023,11/7/2017,5,Low,Poor,11/7/2017,Not Required,960500,1014,,1973,586,29.70%,1172,59.40%,15,13,86.67%,0,0.00%
1975,Henry Webb Pond Dam,SC02674,Private,Other,34.578,-82.5676,Belton,Anderson,010405,010405Anderson,,South Carolina,29627,"South Carolina, Congressional District 03",31,25-50 feet,1992,1990-1999,25,17.6,9/15/2023,6/8/2017,5,Low,Poor,6/8/2017,Not Required,10405,2031,,3728,3047,81.73%,149,4.00%,210,190,90.48%,10,4.76%
1976,Lee Pond Dam,SC01878,State,Recreation,34.5767,-80.0747,Patrick,Chesterfield,950702,950702Chesterfield,,South Carolina,29584,"South Carolina, Congressional District 07",20,Less than 25 feet,1967,1960-1969,55,35,9/15/2023,10/25/2017,5,Low,Fair,10/25/2017,Not Required,950702,2041,,1571,1170,74.47%,309,19.67%,0,0,0.00%,0,0.00%
1977,Trollingwood Lake Dam,SC01775,Private,Recreation,34.668,-82.3561,Pelzer,Greenville,003203,003203Greenville,,South Carolina,29669,"South Carolina, Congressional District 03",31,25-50 feet,1971,1970-1979,600,400,9/15/2023,3/1/2023,2,High,Fair,3/1/2023,Yes,3203,2013,,3948,2820,71.43%,815,20.64%,63,57,90.48%,1,1.59%
1978,Stone Lake Dam,SC01773,Private,Recreation,34.8748,-82.377,Greenville,Greenville,001101,001101Greenville,FALSE,South Carolina,29609,"South Carolina, Congressional District 04",35,25-50 feet,1952,1950-1959,135,115,9/15/2023,1/17/2023,2,High,Fair,1/17/2023,Yes,1101,4002,,4269,3703,86.74%,187,4.38%,157,151,96.18%,0,0.00%
1979,Quick Pond Dam,SC02079,Private,Recreation,34.7417,-79.6704,Bennettsville,Marlboro,960302,960302Marlboro,TRUE,South Carolina,29512,"South Carolina, Congressional District 07",9,Less than 25 feet,1969,1960-1969,57,50,9/15/2023,11/8/2017,5,Low,Not Rated,11/8/2017,Not Required,960302,1008,,4875,1757,36.04%,2859,58.65%,22,21,95.45%,0,0.00%
1980,Hairs Pond Dam,SC01677,Private,Recreation,33.3884,-81.245,Blackville,Barnwell,970200,970200Barnwell,TRUE,South Carolina,29817,"South Carolina, Congressional District 02",12,Less than 25 feet,1962,1960-1969,84,46,9/15/2023,8/16/2017,5,Low,Poor,8/16/2017,Not Required,970200,1050,,3296,997,30.25%,2137,64.84%,15,2,13.33%,13,86.67%
1981,Holmes Mitchell Pond Dam,SC01136,Private,Recreation,33.7903,-81.7712,Johnston,Edgefield,970300,970300Edgefield,TRUE,South Carolina,29832,"South Carolina, Congressional District 03",26,25-50 feet,1940,1940-1949,136,85,9/15/2023,8/7/2017,5,Low,Poor,8/7/2017,Not Required,970300,2041,,4147,1831,44.15%,1829,44.10%,8,5,62.50%,0,0.00%
1982,Duncan Creek WCD Dam 7,SC00253,State,Flood Risk Reduction,34.4857,-81.8334,Clinton,Laurens,920600,920600Laurens,TRUE,South Carolina,29325,"South Carolina, Congressional District 03",25,25-50 feet,1963,1960-1969,773,106,9/11/2024,3/14/2024,2,High,Fair,3/14/2024,Yes,920600,3107,,4264,3011,70.61%,1020,23.92%,0,0,0.00%,0,0.00%
1983,Beaverdam Creek WCD Dam 3a,SC02423,Private,Flood Risk Reduction,34.5288,-82.9978,Fair Play,Oconee,030903,030903Oconee,,South Carolina,29643,"South Carolina, Congressional District 03",49,25-50 feet,1981,1980-1989,2976,255,9/11/2024,11/30/2023,2,High,Fair,11/30/2023,Yes,30903,2036,,4688,4284,91.38%,84,1.79%,41,39,95.12%,0,0.00%
1984,Folks Lower Pond Dam,SC01671,Private,Recreation,33.3798,-81.4246,Williston,Barnwell,970102,970102Barnwell,,South Carolina,29853,"South Carolina, Congressional District 02",15,Less than 25 feet,1955,1950-1959,210,114,9/15/2023,11/15/2022,2,High,Fair,11/15/2022,Yes,970102,2007,,3396,2095,61.69%,1081,31.83%,107,93,86.92%,13,12.15%
1985,Dogwood Lake Dam,SC01447,Private,Recreation,33.802,-80.3296,Sumter,Sumter,001902,001902Sumter,TRUE,South Carolina,29150,"South Carolina, Congressional District 06",10,Less than 25 feet,1850,Before 1900,128,64,9/15/2023,10/20/2016,5,Low,Unsatisfactory,10/20/2016,Yes,1902,1008,,5305,2898,54.63%,1949,36.74%,645,253,39.22%,358,55.50%
1986,Ew Martin Lake Dam,SC02186,Private,Debris Control,35.0994,-82.0945,Campobello,Spartanburg,022803,022803Spartanburg,,South Carolina,29322,"South Carolina, Congressional District 04",29,25-50 feet,1973,1970-1979,35,26,9/15/2023,5/23/2017,5,Low,Fair,5/23/2017,Not Required,22803,1027,,2054,1883,91.67%,43,2.09%,31,30,96.77%,0,0.00%
1987,Priesters Pond Dam,SC01631,Private,Recreation,33.1793,-81.018,Bamberg,Bamberg,960202,960202Bamberg,,South Carolina,29003,"South Carolina, Congressional District 06",12,Less than 25 feet,1956,1950-1959,81,26,9/15/2023,8/24/2017,5,Low,Poor,8/24/2017,Not Required,960202,3065,,3448,1228,35.61%,2062,59.80%,1,0,0.00%,1,100.00%
1988,Laurel Lake Subdivision Dam,SC02329,Private,Recreation,34.82,-82.1966,Greer,Greenville,002822,002822Greenville,,South Carolina,29651,"South Carolina, Congressional District 04",32,25-50 feet,,Undetermined,56,40,9/10/2024,8/4/2023,2,High,Fair,8/4/2023,Yes,2822,1002,,6757,4840,71.63%,625,9.25%,349,314,89.97%,6,1.72%
1989,Satcher-Smith Pond Dam,SC02313,Private,Irrigation,33.7823,-81.8489,Johnston,Edgefield,970300,970300Edgefield,TRUE,South Carolina,29832,"South Carolina, Congressional District 03",13,Less than 25 feet,1984,1980-1989,174,100,9/15/2023,6/1/2021,3,Significant,Fair,6/1/2021,Yes,970300,2033,,4147,1831,44.15%,1829,44.10%,13,12,92.31%,1,7.69%
1990,Lake Huntington Dam,SC01152,Private,Other,33.5721,-81.9654,North Augusta,Edgefield,970502,970502Edgefield,FALSE,South Carolina,29860,"South Carolina, Congressional District 03",30,25-50 feet,1970,1970-1979,168,85,9/11/2024,12/7/2023,2,High,Fair,12/7/2023,Yes,970502,2035,,5276,4396,83.32%,496,9.40%,32,27,84.38%,0,0.00%
1991,Capers Pond Dam,SC01151,Private,Other,33.5554,-81.9931,North Augusta,Edgefield,970502,970502Edgefield,FALSE,South Carolina,29860,"South Carolina, Congressional District 03",29,25-50 feet,1950,1950-1959,460,239,9/11/2024,4/16/2024,2,High,Fair,4/16/2024,Yes,970502,2019,,5276,4396,83.32%,496,9.40%,0,0,0.00%,0,0.00%
